NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,city
Uss Da Dhaba,350,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/uss-da-dhaba-1-race-course/info,4,Dhaba,"1144am to 1025pm(Mon-Wed),1145am to 1025pm...",Very Good,4.2,579,Dehradun
Aura Restaurant,750,"North Indian,Chinese,Italian",Dehradun,Ballupur,https://www.zomato.com/dehradun/aura-restaurant-ballupur/info,4,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,101,Dehradun
70 Percent Restro Cafe,600,"Cafe,Italian,Continental,Healthy Food,Momos",Dehradun,Ballupur,https://www.zomato.com/dehradun/70-percent-restro-cafe-3-ballupur/info,4,Café,11am to 10pm(Mon-Sun),Excellent,4.5,318,Dehradun
Bottoms Up Bistro,1000,"North Indian,Continental",Dehradun,Rajpur,https://www.zomato.com/dehradun/bottoms-up-bistro-rajpur/info,40,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,25,Dehradun
Aaqa Dhaba,350,North Indian,Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/aaqa-dhaba-paltan-bazaar/info,40,Dhaba,10am to 11pm(Mon-Sun),Good,3.6,21,Dehradun
Grand Chatlok Cafe & Multicuisine Restaurant,500,"North Indian,Chinese,Continental",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/grand-chatlok-cafe-multicuisine-restaurant-chukkuwala/info,40,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,17,Dehradun
The Rasoi Live,250,"North Indian,Chinese",Dehradun,Ballupur,https://www.zomato.com/dehradun/the-rasoi-live-1-ballupur/info,40,none,11am to 12midnight(Mon-Sun),,NEW,NEW,Dehradun
Cafe Lychee Tree,500,"Chinese,North Indian,Beverages,Desserts",Dehradun,Dharampur,https://www.zomato.com/dehradun/cafe-lychee-tree-2-dharampur/info,40,Café,11am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Sams Restaurant and Cafe,250,"North Indian,Fast Food",Dehradun,Rajpur,https://www.zomato.com/dehradun/sams-restaurant-and-cafe-rajpur/info,40,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,22,Dehradun
Nawabi Kolkata,700,"North Indian,Awadhi",Dehradun,Malsi,https://www.zomato.com/dehradun/nawabi-kolkata-malsi/info,40,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,24,Dehradun
New Al-Baik's,300,Fast Food,Dehradun,Jakhan,https://www.zomato.com/dehradun/new-al-baiks-jakhan/info,40,Quick Bites,11am to 11pm(Mon-Sun),Average,2.7,20,Dehradun
Rajdhani Restaurant,400,"North Indian,Chinese",Dehradun,Ballupur,https://www.zomato.com/dehradun/rajdhani-restaurant-ballupur/info,40,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,29,Dehradun
Walnut Restaurant,500,"North Indian,Chinese",Dehradun,Kaonli,https://www.zomato.com/dehradun/walnut-restaurant-kaonli/info,40,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,10,Dehradun
Pappa Sai Naivedyam,300,"North Indian,South Indian",Dehradun,Jakhan,https://www.zomato.com/dehradun/pappa-sai-naivedyam-jakhan/info,40,Casual Dining,8am to 11pm(Mon-Sun),Average,2.8,11,Dehradun
Ludhiana Fast Food,250,Fast Food,Dehradun,Laxman Chowk,https://www.zomato.com/dehradun/ludhiana-fast-food-laxman-chowk/info,40,Quick Bites,4pm to 11pm(Mon-Sun),Average,2.8,11,Dehradun
Punjabi Rasoi,500,"North Indian,Chinese",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/punjabi-rasoi-chukkuwala/info,40,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,11,Dehradun
Yang's Chinese Junction,300,Chinese,Dehradun,Raipur,https://www.zomato.com/dehradun/yangs-chinese-junction-raipur/info,40,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,24,Dehradun
Ajay Foods,300,Fast Food,Dehradun,Malsi,https://www.zomato.com/dehradun/ajay-foods-malsi/info,40,Quick Bites,9am to 11pm(Mon-Sun),Good,3.5,20,Dehradun
Food Smugler,300,"Fast Food,Bakery",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/food-smugler-prem-nagar/info,41,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
MJ Restaurant - MJ Residency,1500,"North Indian,Chinese,Continental",Dehradun,Race Course,https://www.zomato.com/dehradun/mj-restaurant-mj-residency-race-course/info,41,Fine Dining,11am to 11pm(Mon-Sun),Good,3.8,29,Dehradun
The Pizza Bite,500,Fast Food,Dehradun,Dharampur,https://www.zomato.com/dehradun/the-pizza-bite-dharampur/info,41,Quick Bites,11am to 11pm(Mon-Sun),Poor,2.4,28,Dehradun
Lucky Da Dhaba,150,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/lucky-da-dhaba-race-course/info,41,Dhaba,8am to 11pm(Mon-Sun),Average,3.4,22,Dehradun
Chakna Point,150,"Fast Food,Chinese",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/chakna-point-chukkuwala/info,41,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.1,6,Dehradun
Noor Family Restaurant,500,North Indian,Dehradun,Ballupur,https://www.zomato.com/dehradun/noor-family-restaurant-ballupur/info,41,Quick Bites,12noon to 11pm(Mon-Sun),Good,3.6,34,Dehradun
Punjabi kulture,200,North Indian,Dehradun,Malsi,https://www.zomato.com/dehradun/punjabi-kulture-malsi/info,41,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,14,Dehradun
Desi Kitchen,250,"Indian,Chinese",Dehradun,Malsi,https://www.zomato.com/dehradun/desi-kitchen-malsi/info,41,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,12,Dehradun
Indo Chillies Multi Cuisine Family Restaurant,200,"North Indian,Chinese,Continental",Dehradun,Kaonli,https://www.zomato.com/dehradun/indo-chillies-multi-cuisine-family-restaurant-kaonli/info,41,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,13,Dehradun
Health Tree Cafe,300,"Healthy Food,Beverages",Dehradun,Pacific Mall-- Jakhan,https://www.zomato.com/dehradun/health-tree-cafe-jakhan/info,41,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
Bonnie's Punjabi Tadkaa,500,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/bonnies-punjabi-tadkaa-race-course/info,41,Dhaba,"1230pm to 4pm,6pm to 11pm(Mon,Wed,Thu,Fri...",Good,3.6,27,Dehradun
ARK Restaurant,500,"Chinese,North Indian",Dehradun,Race Course,https://www.zomato.com/dehradun/ark-restaurant-race-course/info,41,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,14,Dehradun
Nukkad,600,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/nukkad-race-course/info,41,Casual Dining,"930am to 1130pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.3,20,Dehradun
Food Runner,800,"Cafe,Japanese",Dehradun,Malsi,https://www.zomato.com/dehradun/food-runner-malsi/info,41,Café,11am to 11pm(Mon-Sun),Good,3.7,14,Dehradun
Delhi Delight,300,"North Indian,Chinese",Dehradun,Majra,https://www.zomato.com/dehradun/delhi-delight-majra/info,41,Quick Bites,12noon to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Lemon Chilli Family Restaurant,400,"North Indian,Chinese",Dehradun,Jogiwala,https://www.zomato.com/dehradun/lemon-chilli-family-restaurant-jogiwala/info,42,Quick Bites,9am to 11pm(Mon-Sun),Average,3.3,20,Dehradun
New Uska Punjabi Dhaba,300,"North Indian,Fast Food,Desserts,Chinese,Bakery",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/new-uska-punjabi-dhaba-paltan-bazaar/info,42,Confectionery,10am to 1am(Mon-Sun),Average,3.3,14,Dehradun
The Mom's Restaurant,300,North Indian,Dehradun,Kaonli,https://www.zomato.com/dehradun/the-moms-restaurant-kaonli/info,42,Quick Bites,10am to 11pm(Mon-Sun),Average,3.2,14,Dehradun
Gurukripa Sweets,300,"Mithai,Street Food",Dehradun,Dharampur,https://www.zomato.com/dehradun/gurukripa-sweets-dharampur/info,42,Sweet Shop,11am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
Food Mafia,400,"North Indian,Chinese,Italian",Dehradun,Krishna Nagar,https://www.zomato.com/dehradun/food-mafia-krishna-nagar/info,42,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,13,Dehradun
Aura Fast Food,450,"Chinese,Fast Food,South Indian",Dehradun,Ballupur,https://www.zomato.com/dehradun/aura-fast-food-ballupur/info,42,Quick Bites,9am to 11pm(Mon-Sun),Average,3.4,19,Dehradun
Bzoie Resort,300,North Indian,Dehradun,Jakhan,https://www.zomato.com/dehradun/bzoie-resort-jakhan/info,42,Quick Bites,10am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Night Owls,149,"Fast Food,North Indian,Chinese",Dehradun,Morowala,https://www.zomato.com/dehradun/night-owls-morowala/info,42,Quick Bites,1pm to 11pm(Mon-Sun),Average,3.4,20,Dehradun
Star Cruize Lounge & Bar,1000,"North Indian,Mughlai,Chinese,Continental",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/star-cruize-lounge-bar-hathibarkala-salwala/info,42,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,19,Dehradun
Kebab King,300,"North Indian,Chinese,Mughlai",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/kebab-king-garhi-cantt/info,42,Quick Bites,1pm to 11pm(Mon-Sun),Average,3.4,24,Dehradun
PUBG Lounge & Cafe,200,"North Indian,Chinese",Dehradun,Ballupur,https://www.zomato.com/dehradun/pubg-lounge-cafe-ballupur/info,42,Café,11am to 11pm(Mon-Sun),Average,3.1,5,Dehradun
Barista,500,Cafe,Dehradun,Balliwala,https://www.zomato.com/dehradun/barista-balliwala/info,42,Café,9am to 1230AM(Mon-Sun),Good,3.5,17,Dehradun
Bollywood Cafe & Restaurant,1000,North Indian,Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/bollywood-cafe-restaurant-garhi-cantt/info,42,Casual Dining,10am to 11pm(Mon-Sun),Average,3.3,12,Dehradun
Desi Adda,500,"North Indian,Fast Food",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/desi-adda-1-hathibarkala-salwala/info,42,Quick Bites,2pm to 1130pm(Mon-Sun),Average,3.2,21,Dehradun
Amritsari Chaap Wale,400,"Chinese,Mughlai,Street Food,Grill,Momos",Dehradun,Race Course,https://www.zomato.com/dehradun/amritsari-chaap-wale-race-course/info,42,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,25,Dehradun
New Doon Spices Multicuisine Restaurant & Cafe,350,"Chinese,Fast Food,North Indian",Dehradun,Karanpur,https://www.zomato.com/dehradun/new-doon-spices-multicuisine-restaurant-cafe-karanpur/info,43,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,5,Dehradun
New 7 Days Restaurant,500,"North Indian,Chinese",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/new-7-days-restaurant-paltan-bazaar/info,43,Casual Dining,9am to 11pm(Mon-Sun),Average,2.7,18,Dehradun
Giani,350,Ice Cream,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/giani-hathibarkala-salwala/info,43,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.3,12,Dehradun
Biryani House,200,Biryani,Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/biryani-house-garhi-cantt/info,43,Quick Bites,"12noon to 11pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.3,14,Dehradun
Doon Kathi Food Hub,250,"Fast Food,Street Food",Dehradun,Kaonli,https://www.zomato.com/dehradun/doon-kathi-food-hub-1-kaonli/info,43,Quick Bites,10am to 11pm(Mon-Sun),Average,3.1,6,Dehradun
The Doors Food Outlet,300,Fast Food,Dehradun,Jakhan,https://www.zomato.com/dehradun/the-doors-food-outlet-jakhan/info,43,none,12noon to 11pm(Mon-Sun),Good,3.5,19,Dehradun
Regale Restaurant - Hotel Kamla Palace,800,"North Indian,Chinese",Dehradun,Kaonli,https://www.zomato.com/dehradun/regale-restaurant-hotel-kamla-palace-kaonli/info,43,Casual Dining,7am to 11pm(Mon-Sun),Average,3.4,15,Dehradun
The Food Festival,850,"North Indian,Chinese,Biryani,South Indian",Dehradun,Dharampur,https://www.zomato.com/dehradun/the-food-festival-dharampur/info,43,Casual Dining,11am to 11pm(Mon-Sun),Average,3.0,13,Dehradun
Biryani House,450,"North Indian,Biryani",Dehradun,Jakhan,https://www.zomato.com/dehradun/biryani-house-jakhan/info,43,Quick Bites,24,,NEW,NEW,Dehradun
Tandoori Flames Cafe & Restaurant.,200,"North Indian,Fast Food",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/tandoori-flames-cafe-restaurant-subhash-nagar/info,43,Quick Bites,9am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Sadguru Vegetarian,300,North Indian,Dehradun,Chukkuwala,https://www.zomato.com/dehradun/sadguru-vegetarian-chukkuwala/info,43,Dhaba,7am to 11pm(Mon-Sun),Average,3.4,18,Dehradun
Taste of haryana,250,"North Indian,Chinese",Dehradun,Malsi,https://www.zomato.com/dehradun/taste-of-haryana-malsi/info,43,Quick Bites,"9am to 1130pm(Mon),9am to 11pm(Tue-Sun)",Average,3.3,9,Dehradun
Allen n Marlee's - Ramada Dehradun,1200,"Beverages,North Indian,Continental",Dehradun,Ramada Dehradun,https://www.zomato.com/dehradun/allen-n-marlees-ramada-dehradun-ballupur/info,43,Microbrewery,5pm to 11pm(Mon-Sun),Average,3.3,6,Dehradun
Banjaara Restaurant,800,"North Indian,Chinese",Dehradun,Karanpur,https://www.zomato.com/dehradun/banjaara-restaurant-karanpur/info,43,none,10am to 11pm(Mon-Sun),Average,2.9,11,Dehradun
Suri's Vegetarian,600,"North Indian,Chinese",Dehradun,Rajpur,https://www.zomato.com/dehradun/suris-vegetarian-rajpur/info,43,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,15,Dehradun
Ali's Non Veg & Veg,550,"North Indian,Mughlai",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/alis-non-veg-veg-paltan-bazaar/info,44,Quick Bites,1pm to 2am(Mon-Sun),Good,3.5,19,Dehradun
Oliver's Cafe,250,"Continental,Chinese,Mexican,Fast Food",Dehradun,Malsi,https://www.zomato.com/dehradun/olivers-cafe-malsi/info,44,Quick Bites,9am to 11pm(Mon-Sun),Average,3.2,14,Dehradun
Giani,350,"Ice Cream,Beverages",Dehradun,Ballupur,https://www.zomato.com/dehradun/giani-ballupur/info,44,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.1,5,Dehradun
Mast Banarasi Paan Dehradun,250,Desserts,Dehradun,Jakhan,https://www.zomato.com/dehradun/mast-banarasi-paan-dehradun-jakhan/info,44,Dessert Parlor,11am to 12midnight(Mon-Sun),Average,3.3,13,Dehradun
Chicken Adda,400,"North Indian,Fast Food",Dehradun,Kaonli,https://www.zomato.com/dehradun/chicken-adda-kaonli/info,44,Quick Bites,11am to 11pm(Mon-Sun),Average,2.8,7,Dehradun
Hotel Calista,400,"North Indian,Chinese",Dehradun,Shahpur Santore,https://www.zomato.com/dehradun/hotel-calista-shahpur-santore/info,44,Quick Bites,9am to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Head Over Heels - Hotel Madhuban,1000,Finger Food,Dehradun,Hotel Madhuban-- Hathibarkala Salwala,https://www.zomato.com/dehradun/head-over-heels-hotel-madhuban-hathibarkala-salwala/info,44,Bar,12noon to 11pm(Mon-Sun),Average,3.4,10,Dehradun
The Four S,500,"Chinese,North Indian",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/the-four-s-garhi-cantt/info,44,Casual Dining,10am to 11pm(Mon-Sun),Average,2.6,12,Dehradun
Chawla's,0,North Indian,Dehradun,Kaonli,https://www.zomato.com/dehradun/chawlas-kaonli/info,44,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,17,Dehradun
Rendezvous Dine Bistro,550,"North Indian,Italian,Sandwich,Seafood,Indian,Ice Cream,Fast Food,Desserts",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/rendezvous-dine-bistro-1-hathibarkala-salwala/info,44,Casual Dining,10am to 11pm(Mon-Sun),Average,3.2,12,Dehradun
Sweetcorn Cafe And Restaurant,350,North Indian,Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/sweetcorn-cafe-and-restaurant-garhi-cantt/info,44,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,5,Dehradun
Payal Restaurant,600,"North Indian,Chinese",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/payal-restaurant-chukkuwala/info,44,Quick Bites,11am to 11pm(Mon-Sun),Average,2.7,15,Dehradun
Flavours Restaurant - Hotel Doon Castle,800,"North Indian,Chinese,Continental",Dehradun,Hotel Doon Castle-- Kaonli,https://www.zomato.com/dehradun/flavours-restaurant-hotel-doon-castle-kaonli/info,44,Casual Dining,8am to 11pm(Mon-Sun),Average,3.4,14,Dehradun
Coco Rico - Hotel JSR Continental,1000,"South Indian,North Indian,Italian,Continental,Chinese",Dehradun,Dharampur,https://www.zomato.com/dehradun/coco-rico-hotel-jsr-continental-dharampur/info,44,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,4,Dehradun
Yaaran Di MEHFIL,300,"North Indian,Continental,Chinese",Dehradun,Krishna Nagar,https://www.zomato.com/dehradun/yaaran-di-mehfil-1-krishna-nagar/info,44,Quick Bites,1130am to 1130pm(Mon-Sun),,NEW,NEW,Dehradun
The Spot,450,"Italian,Chinese,Cafe",Dehradun,Jakhan,https://www.zomato.com/dehradun/the-spot-jakhan/info,45,Café,11am to 11pm(Mon-Sun),Average,3.3,12,Dehradun
Best Of India Multicusine Family Restaurant,400,"Chinese,North Indian,Continental",Dehradun,Chukkuwala,https://www.zomato.com/dehradun/best-of-india-multicusine-family-restaurant-chukkuwala/info,45,Quick Bites,11am to 11pm(Mon-Sun),Average,3.0,7,Dehradun
Hyderabadi Biryani & Chicken Point,350,"Biryani,Fast Food,Rolls",Dehradun,Jakhan,https://www.zomato.com/dehradun/hyderabadi-biryani-chicken-point-jakhan/info,45,Quick Bites,11am to 11pm(Mon-Sun),Average,3.1,18,Dehradun
Mughal Darbar,400,North Indian,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/mughal-darbar-subhash-nagar/info,45,Quick Bites,9am to 12midnight(Mon-Sun),,NEW,NEW,Dehradun
Punjabi By Culture,350,"Indian,Chinese",Dehradun,Jakhan,https://www.zomato.com/dehradun/punjabi-by-culture-jakhan/info,45,Quick Bites,24,Average,3.4,9,Dehradun
Flavour,250,"North Indian,Chinese",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/flavour-prem-nagar/info,45,Quick Bites,11am to 12midnight(Mon-Sun),Average,3.2,6,Dehradun
Hotel Siddharth Paradise Restaurant,800,"North Indian,Mughlai,Chinese,Continental",Dehradun,Race Course,https://www.zomato.com/dehradun/hotel-siddharth-paradise-restaurant-race-course/info,45,Casual Dining,11am to 11pm(Mon-Sun),Average,3.4,13,Dehradun
Chings Cafe,200,"Continental,Chinese,North Indian",Dehradun,Jakhan,https://www.zomato.com/dehradun/chings-cafe-jakhan/info,45,Quick Bites,12noon to 11pm(Mon-Sun),,NEW,NEW,Dehradun
Tandoori Hub,350,"North Indian,Chinese",Dehradun,Dharampur,https://www.zomato.com/dehradun/tandoori-hub-dharampur/info,45,Quick Bites,11am to 11pm(Mon-Sun),Average,3.0,4,Dehradun
Moti Mahal,700,North Indian,Dehradun,Pacific Mall-- Jakhan,https://www.zomato.com/dehradun/moti-mahal-jakhan/info,45,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,12,Dehradun
The Meera Restaurant & Lounge,800,"North Indian,Chinese,Mughlai",Dehradun,Khurbura,https://www.zomato.com/dehradun/the-meera-restaurant-lounge-khurbura/info,45,Casual Dining,11am to 11pm(Mon-Sun),Average,3.4,16,Dehradun
Rolls Nation,150,"Rolls,Beverages",Dehradun,Malsi,https://www.zomato.com/dehradun/rolls-nation-malsi/info,45,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
Flavour Cafe & Huts,400,"Chinese,Mughlai",Dehradun,Prem Nagar,https://www.zomato.com/dehradun/flavour-cafe-huts-prem-nagar/info,45,Quick Bites,10am to 11pm(Mon-Sun),Average,3.1,5,Dehradun
Aarush Chocolate Corner,200,"Bakery,Fast Food",Dehradun,Chironwali,https://www.zomato.com/dehradun/aarush-chocolate-corner-chironwali/info,45,Bakery,9am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
Negi Family Restaurant,250,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/negi-family-restaurant-race-course/info,45,Quick Bites,11am to 11pm(Mon-Sun),Average,2.8,9,Dehradun
Uncle M Hungry Gold,300,"Biryani,North Indian,Chinese,Burger,Sandwich",Dehradun,Jakhan,https://www.zomato.com/dehradun/uncle-m-hungry-gold-jakhan/info,46,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,12,Dehradun
Cafe Grill House,300,"Chinese,Continental,Mexican,North Indian",Dehradun,Majra,https://www.zomato.com/dehradun/cafe-grill-house-majra/info,46,Quick Bites,8am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
Alcove,1200,"North Indian,Chinese,Continental,Mughlai",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/alcove-hathibarkala-salwala/info,46,Casual Dining,7am to 11pm(Mon-Sun),Average,3.2,8,Dehradun
Punjabi Tadka,300,North Indian,Dehradun,Chironwali,https://www.zomato.com/dehradun/punjabi-tadka-chironwali/info,46,Quick Bites,11am to 11pm(Mon-Sun),Average,2.9,5,Dehradun
The Mint Leaf Restaurant - Hotel Shiva Residency,1000,"North Indian,Chinese,Continental,Finger Food",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/the-mint-leaf-restaurant-hotel-shiva-residency-hathibarkala-salwala/info,46,Casual Dining,730am to 11pm(Mon-Sun),Average,3.2,9,Dehradun
Hotel Amar Heights,750,"North Indian,Chinese",Dehradun,Race Course,https://www.zomato.com/dehradun/hotel-amar-heights-race-course/info,46,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,15,Dehradun
Smokeat Restaurant and Party Lounge,450,"North Indian,Fast Food,Chinese",Dehradun,Morowala,https://www.zomato.com/dehradun/smokeat-restaurant-and-party-lounge-morowala/info,46,Quick Bites,"10am to 11pm(Mon,Tue,Thu,Fri,Sat,Sun),10am...",Not rated,-,-,Dehradun
Shahi Pakwan,300,North Indian,Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/shahi-pakwan-subhash-nagar/info,46,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-,Dehradun
In-Peace Cafe & Restaurant.,350,"Cafe,North Indian,Fast Food,Chinese",Dehradun,Chironwali,https://www.zomato.com/dehradun/in-peace-cafe-restaurant-chironwali/info,46,Café,11am to 11pm(Mon-Sun),Average,3.0,4,Dehradun
Amola's,600,North Indian,Dehradun,Morowala,https://www.zomato.com/dehradun/amolas-morowala/info,46,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,10,Dehradun
Green View Doon Restaurant,400,"North Indian,Chinese",Dehradun,Malsi,https://www.zomato.com/dehradun/green-view-doon-restaurant-malsi/info,46,Fine Dining,"12noon to 3pm,4pm to 11pm(Mon-Sun)",Not rated,-,-,Dehradun
R Foods,300,Fast Food,Dehradun,Balliwala,https://www.zomato.com/dehradun/r-foods-balliwala/info,46,Food Truck,11am to 11pm(Mon-Sun),Average,3.1,4,Dehradun
